Geneid,p1k_01056,p1k_01057,p1k_01058,p1k_01059,p1k_01060,p1k_01061,p1k_01062,p1k_01063,p1k_01064,p1k_01065,p1k_01066,p1k_01067,p1k_01068,p1k_01069,p1k_01070,p1k_01071,p1k_01072,p1k_01073,p1k_01074,p1k_01075,p1k_01076,p1k_01077,p1k_01078,p1k_01079,p1k_01080,p1k_01081,p1k_01082,p1k_01083,p1k_01084,p1k_01085,p1k_01086,p1k_01087,p1k_01088,p1k_01089,p1k_01090,p1k_01091
b0838,7.973208677481594,8.017712339478695,7.8814037644218455,8.18760529349099,4.980759332792256,5.274242856741496,4.2975232615006655,5.654127309348506,6.353854757489631,6.576920270154101,7.582470718697526,6.422745356134034,7.990748750826849,8.07526854967195,8.530431012596653,8.361575073297379,7.962781703425516,7.923401368480808,8.151582040791519,8.094762679535545,7.929924278677527,7.902952503710682,7.073240424766621,7.41306610158279,8.774287078640073,8.32327242983969,7.8137164964352745,8.112686084976325,7.645776892009022,7.457655711904608,7.854333501627787,7.884649224370718,7.852068219669598,7.693206207342825,7.944267622843877,5.799564727959651
b0839,7.2655197829499105,7.311963326196517,7.221928939449163,7.469842474638905,8.186020755640998,8.422119628907511,7.705034460786814,7.192322375885978,6.491565125900885,6.804518822396185,7.4446402600350865,6.511037259482009,7.069002393810388,7.243970718327,8.374517789670469,8.416213127108817,7.648092081219485,7.924635061186836,8.092580714900334,8.505217839882924,8.127701156921233,8.061340827399455,8.079689671411874,7.903824554340626,8.491099922300533,7.437306361305672,8.721677617354244,7.921239730136121,7.372408924568894,8.211451474991526,8.262277287751713,7.9709536313757186,8.274181616776692,7.857520608332186,8.021965927550157,7.964129775671651
b0840,6.136876112589179,6.138780680343559,6.294481247302552,6.3936407198350915,3.9581712220537906,4.067481680692503,3.54933706218893,3.506182168315266,4.506009867069401,5.27888637835972,5.510265421768253,4.774503332411185,5.955966708110113,6.082688047880083,6.020792748913621,5.754243471031199,5.923644887188017,5.932369750841183,5.887200103941772,5.713944321886053,6.223362439010597,5.766559781765521,5.440686402706471,5.541679798488161,6.294545470127305,6.657389009455336,6.2561132812814595,6.860589372542654,7.141070439890876,6.448826238791551,7.172008305978339,7.452551299003395,7.032288130950044,7.367644813146896,6.228487611228767,5.243198835755693
b0841,6.188333432161456,6.1218266854546854,5.72560469068304,5.552192785559833,2.3831648793744273,3.0314661460494503,1.8962954453330316,3.5356320579464176,3.70122361588092,4.226252451914692,5.259676719742776,4.017129302103665,5.919853793523552,6.019736954808091,4.9452895942002115,5.22700962574017,5.386234736296101,5.288204091180452,5.221464260728087,4.870890927161986,5.782070159893313,4.533695309783236,4.707857636021471,4.709856217040212,4.259529719874043,5.549793023630225,5.391752902790409,6.158474993980766,6.607530324853998,5.394409324170276,6.271004143661946,6.724242019445308,6.1462554276664,6.671904947901988,6.139728488344008,4.741582690053789
b0842,4.26615403421493,4.4400597062401275,4.567332722885287,4.445560145017198,5.214224714860291,5.140279131293682,6.862259258767769,6.474364881800215,6.055289901564396,5.8360654279557345,4.841451257775641,5.42119418548677,4.376032986692287,4.436577983833862,6.51107737737473,6.697526608912226,6.3414342179904235,6.335349711395964,6.218073263753671,6.265976515796781,6.093100885432806,6.069154126197701,5.901346384620797,5.661022596128274,5.634619827314253,4.497135487317479,6.181814214514361,5.307372160508457,5.365313439317036,6.017690179121216,5.740670821997226,5.658399354032506,5.928522263428285,5.400472034130577,5.476923939620114,6.32712651619553
b0843,4.7311243710512425,4.20701152973649,4.333031633085603,4.438414045328872,1.8944771560765754,0.0,1.7142320794665193,2.201487554293118,2.7800405612868895,2.655737054650169,3.3079919554243475,2.101604695734727,4.4735219015056895,4.467846695645163,3.824915738500505,3.8892228781615628,3.3925319764396114,2.7918016738642426,4.116782112015081,3.5696399111579282,3.9660375330412783,3.634092540477635,3.7909036275876646,3.434203137774355,3.8405206422368976,4.19211233032854,3.6639789063656725,4.105387566604205,3.766529632818506,3.7461866012923806,3.592352961537593,4.011655716424814,3.726361010527703,3.923928048238859,4.291863819121103,3.7493849438290616
b0844,5.945056554759714,5.73897827075976,5.631000636122097,5.702324308305798,2.637126208581365,3.193321540670731,2.5311934426462632,3.6223107688259186,3.7646044212188725,4.514119014016122,4.322243520499028,3.887212046759927,5.477730792309201,5.885418927670026,4.776591716643432,5.010851657249832,4.572128491778357,4.627501411875622,4.90915906282919,4.774652968303605,4.9470605837020605,4.879769293398863,5.169243487112648,4.871098989340568,5.112729406192387,5.702236668156126,5.081629159573738,5.413429018449866,5.566478083666372,5.233712511378933,5.265232101789259,5.156972088504629,4.941115796240807,5.172977731964355,5.10120641750673,3.907829884439515
b0845,4.482328677604501,4.283767276724773,3.946724985424076,4.373525058012261,1.7666314073491955,1.5632241024686104,1.1440150323591538,2.3902897308951006,2.750909235390817,3.3573189456870325,2.7719597931548563,2.6852641908551362,4.130877363484712,4.267730945221757,3.1407510513349655,3.0506520033830458,2.9203209707380404,2.6222367662091677,3.14983464821688,2.9434926971275774,3.0460414917230065,3.0627294532298523,3.9848420814187264,2.41567557892575,3.4236124494762694,4.255079842698966,3.8995072772852697,4.390184342245401,4.665277148957041,3.8085062928389917,4.2584954525535315,4.138066407689007,3.632996877175978,4.2131008716242695,4.029971209637788,2.091054871832134
b0846,3.689180249164585,3.577144780022461,3.750747174459977,3.6715402124346292,4.589711825168449,4.489202535960839,3.9568406848572053,3.812926780625444,4.924432563996171,4.290623284881442,4.020294423667,3.367057282918636,3.252504329221476,3.839566282455474,3.5697354663786713,3.6965291147839996,3.1263424171152927,3.3146663570041506,3.7893800171638268,3.2227217307975957,3.6836166317929258,3.573555288251178,4.953584599418651,3.241817125702989,3.36662216147234,3.395488837914674,3.598997341180345,3.6071222505888083,3.43497830578797,3.553469188069808,3.486702600842385,3.619632903609215,3.7117240680559958,3.242652978884086,3.718821908002636,2.7808798970441355
b0847,5.95987163454075,5.9947602836293825,5.904682420068691,5.665550690483324,3.001128192779973,3.4921180015306827,3.0743506370909164,4.180971190652339,3.8401326767816695,4.433788254308762,5.25269765603207,4.596075547301409,5.9253351778486305,5.883575087056217,5.701670198920316,6.032921171794373,6.001523079766346,5.940189802803308,5.761014014505966,5.574852139346855,5.883681120066136,5.21027346257694,5.574995637658853,5.076756759151188,5.775744088401762,5.64489726217542,6.534741515332405,6.318152205723084,6.685880623019198,6.589798071990091,6.708371358396548,6.691827131076056,6.545595350085034,6.715006504951772,6.376975783809034,6.079724379692125
b0848,5.729674003933382,5.17481715881442,5.694311583337301,4.889882684234466,2.6142323874783204,2.1755238277016704,1.4435891668689793,2.342242112496937,1.8190435638764373,3.607915051316599,3.3148382522144137,2.7636758619024544,5.278320570291197,5.241801133727274,4.5046688098715935,4.869772336273793,4.76911289732499,4.434156133367496,4.181906287706025,3.828631136493345,3.843050999243492,3.175247270305064,3.6574439414365267,4.535290018600093,5.4475371697277035,5.269787313623495,5.926205559214976,7.482649494461962,7.801861073573147,6.199273022841756,5.943839465373171,6.224802340630225,6.175655361375202,6.01556062252895,5.347222540144851,5.1031589402949855
b0849,6.5939254749324006,6.746581376122188,6.682292651265948,6.51289336203342,6.083238664145285,5.683421301797726,4.220303788098366,4.515337711503842,5.249637041623779,4.214865319223311,5.372796139676727,4.350068144895619,6.418060367699882,6.667509917045901,6.481830584611402,6.5200650004224485,6.810657202907326,6.892510799660864,5.904271655297154,6.151064622489079,6.036376144600059,6.533489347776507,6.838963407494135,7.479274087739744,6.720782622688082,6.7326329336958235,6.912780749614662,6.603803141499275,7.174609887586094,7.362868468623557,7.236669937157168,6.505146623716458,6.588377650747286,6.995493717767305,6.240358019596585,4.753540816944309
b0850,5.224424562677361,5.097768672237744,5.282068728412304,5.422390997148652,3.981175463869028,3.841689211841151,4.20908599219733,4.187175384943487,4.327835517820201,4.590027614888202,5.218141308815687,4.814881381530277,5.315015144412384,5.3904621530465375,6.005405597611601,6.062826895788921,5.920048334852577,5.898020229295342,5.524158841137309,5.518320316676456,5.497866961620886,5.70631100737791,5.380729367423989,6.205617458257692,5.721978569199575,5.605252258173803,5.540280271914482,5.795673981607113,6.05999648805047,5.9540137070277845,6.4134539802843555,5.9057597732698035,6.431422170996815,5.963091403122568,5.645310702366159,4.894535576290954
b0851,5.788270407890144,6.085719303778748,6.0556984949641235,6.040925107694981,3.374956467247946,3.815319386170977,3.5318207914104205,4.012118818846223,3.9883958333422966,4.277307743127733,5.158185565581498,4.472131027099821,5.985119427154745,5.919239681583188,6.690737467726349,6.565911266671565,5.946636071765131,5.8964800182752795,5.896322868368547,5.531145627471891,5.813355027676387,5.436282843481851,5.587237409003859,5.6245184965421675,5.86146936852421,6.188057746181863,5.712558096555271,5.636047419396448,5.319603790822273,5.482069652350773,5.550867520157275,5.56136259719906,5.714808681542612,5.462091956829892,5.359467162927104,4.978801438849246
b0852,5.0312620264195,4.709491309623692,4.573900844169907,5.0256849382447415,4.130325783652945,3.8658373462521496,4.888473018846469,4.095440050435887,4.3998664758288095,4.374678124003209,4.454196157958139,3.8586265084380584,4.827460773484575,4.915272384565138,4.812403380998687,4.739137257019226,4.445720091488987,4.351855020877375,4.226773683794715,4.136419881741578,4.246480036224376,4.154923966080412,4.815286650129316,3.9732277836391177,3.4796619022239095,4.626539658722785,3.469821793375553,3.6745622270369562,3.8209986150842115,3.6897306195658,3.481564070934249,3.820868494481949,3.389411025901656,3.672025545950217,3.2636648316518357,3.725025556298858
b0853,7.218084336208356,7.450837627487932,7.226689926696067,6.977365775586976,3.8477021687297817,4.522927690769383,3.4883151962350913,4.763752572697014,5.4944567506444795,5.030191226906367,6.639725359064306,5.357283288244431,7.304764552927893,7.242571793936962,6.694852862159289,6.666602062744004,6.900393111398858,6.581421309442063,6.210423070502246,5.457778704095885,5.739823232747048,5.275796017525059,5.773657935443213,4.989583371859368,5.750066989807673,7.258133681991218,6.058667011116152,7.202316648967808,7.183882382688562,6.029168619464429,6.049400668328427,6.633837297106205,6.280986217739591,6.496671020700832,6.434867432605527,4.86287461905717
b0854,5.319182775621264,6.835474015099281,6.220561152686254,6.584307648539953,6.685895788970538,7.542504567540455,6.495492852798355,6.565407272866201,6.325845189757516,6.691548887255627,7.835986823576511,6.958248934095105,6.808929929686798,6.8278463594672925,8.32827402596326,8.117975765638057,7.817932311011329,8.350383180624535,9.754188875165177,10.06880325629583,10.462844986010076,9.666166940735756,8.941336782694803,9.076241599386856,8.132121194266498,6.174285626306502,7.981067926853405,3.4682293351448092,3.0748958797356205,7.581696358963068,7.616149617302,7.338964270690281,7.5101242339257865,7.052656538141679,6.22752205420272,6.625775568988102
b0855,3.669042411359983,5.332257698585657,4.792321933067155,4.953175817889193,4.536024971543387,5.570133023951918,4.042618365052333,4.332587083975566,4.288515673073437,4.409593778108604,5.812439043939602,4.438493417175186,5.029854996349864,5.181507705815432,6.677970815267205,6.454907066158684,5.873552418097176,6.592901262131991,7.79432681411732,8.301089265900323,8.447439132154418,7.894704216930547,6.938629988813872,7.236178917621196,5.544145757849274,4.383754768320556,5.435927614560353,1.983338211550299,1.588348315384606,4.415837571272089,3.5848766236061977,3.4878866109987654,4.312517753573083,3.4719707768961436,3.515125757043107,4.560444566663136
b0856,3.393816697320667,4.459980757348003,3.700250251011489,4.095326912094082,3.9268535223924323,4.473501110298002,4.103123182578128,3.6404140474932607,4.068593130467854,3.869969012968809,4.690768848527756,3.640761951181586,4.082468762116788,4.288476370104054,3.9199480519753402,4.24211062195212,4.447300825548251,5.026278508277663,5.681670881472173,6.652690679058605,6.416308041215329,6.324091696185815,5.871434455202378,5.786947290932055,4.5680510535146315,3.9810292328579466,3.778301880027037,1.920268906443209,1.959027413900716,3.2715346114923616,2.2866693520944934,2.8509734685117056,3.192412458341707,2.482484860146572,2.7121289875353254,3.5537976113277674
b0857,3.2184957531818696,4.397039618583981,3.901716207664524,3.946791651652743,3.9033108881993868,4.698870662733439,4.6557880718388684,4.118544035609568,4.543026901441433,3.716441013355373,4.789858921162618,3.8009398005880293,4.071289657222759,4.331214482738679,3.7000902134575364,3.6595839301884583,4.087836491957807,4.368267609273519,5.1874715340424515,5.9362948803332545,5.621771430009052,5.4949751775508116,5.255622786795579,5.089394896684846,4.364488346344566,4.188946821752036,4.463001746699763,3.4002538667790545,3.2896680914487706,3.6927777909827992,3.5870394260057363,3.484631822982999,3.3999136332900366,3.5784294088737596,3.1589121321789695,4.033583923017622
b0858,4.600456289852555,4.7182165896211075,4.353775455415012,4.2646035406567036,0.4813082193264305,2.300859570136432,2.1123207043670376,2.7212341883791282,3.4292975134675237,3.5997671287697153,4.1474129114073195,3.5694796527346697,4.664227494290823,4.881505771709536,3.20871256712276,3.4818591735273436,3.301639144582163,3.247950382079954,3.3383221826218206,4.1039132630413695,3.8086331442742285,3.9254052661355017,4.300887225973577,3.7932135511014327,4.7922808994387385,4.49164630436166,4.888505015591929,4.863484683573679,5.048355990972787,4.942799912393589,4.953842074587278,5.158691626235245,5.195982917653835,5.014887268108579,4.918849274900542,4.983385330351934
b0859,3.9006299117937595,3.9633775881394104,3.8661194936087964,3.9841996156094304,1.9702866883645662,1.907038221820832,1.4484336093870167,2.16551012604354,2.7483158785871096,4.160110416865903,3.5847551654049665,3.2622004816344474,3.7382463369371415,4.1351394948666425,2.193583863496979,2.04391141902292,1.5462294229375413,1.95562250838111,2.634202750403277,3.277916879633642,3.423025857397528,3.0873163249422406,4.022278951102403,3.4065185510516773,1.8913763561382846,3.307326848460983,2.507212804486835,2.3201512015200803,3.147063501918966,2.7677863776355283,2.9417225584089537,3.4639560602377326,3.437823429135957,3.790398516642625,4.097950023370669,3.606814890777363
b0860,6.969276292196437,9.452943005620847,9.693632140495028,9.391039095214499,7.035152258237277,5.591761080208381,1.7834542116021253,2.671803913716767,5.255956181270321,4.196851639805248,6.421910169465791,4.107225096202712,9.326539708699839,9.197948744605176,4.537440689521442,4.409037395170261,4.003974489872056,3.8741674475884618,4.091857989559463,4.145556832508571,6.453310355625621,4.297738769800623,6.442849895136003,4.690685396017111,4.311416102699318,7.720925078833612,4.079835374264447,3.8959777829756534,3.960189648939396,3.9210014765352703,3.4739914706106974,4.149882764028673,3.8505513487972114,3.8420211902087646,3.537816944833383,2.4082394175908792
b0861,5.60183909253479,6.169596334898033,6.426632335215496,6.21235169619257,4.2657329542938,4.305277654753347,3.355057071846138,4.278074190617015,4.0935802862457304,5.047521489558381,5.0457422890897545,4.7643388057698575,6.101174061254809,6.133302597398397,3.011835756041517,2.9080370978497156,3.346942863981678,3.54581898352452,3.679190275688755,4.168668873313007,4.323559254562466,3.9321884405928746,4.679041921726251,3.866045657395082,2.5474644686347783,4.900999253633828,3.0039572861798947,3.0142395587046837,3.4629934987235313,3.206286192569141,4.103154333238611,2.9723737924167026,4.035676946897021,3.7902589304680836,4.582768058108067,4.6188177670424935
b0862,5.709613622542577,6.382552532014023,6.6541375851053175,6.624887313618653,4.646004081794075,4.9770413195946785,3.514469467113343,4.519704149540778,4.087125358283223,5.099982734072617,5.725418864064241,4.763923440902638,6.288648241485388,6.455883561853554,3.6143165591305064,4.127372948456947,3.916471526541888,3.5692116807913483,4.29631440491318,4.558904846147276,4.70562507522957,4.894247526575412,4.886740247458466,4.213032241903852,2.8482177200595404,5.18052988565758,3.591715758119643,2.4195148788787777,2.462284713470776,3.0553894233949217,3.31975276170474,2.771039928838019,3.5097371724229185,2.5683295294937865,3.5348047264953975,4.173428939078285
b0863,7.443038977477213,8.272178065356778,8.44752272239934,8.471385851439786,7.751862698805303,7.678366809294097,5.708528762063507,6.982200347310617,6.298077943480127,7.489911820467981,7.8988097019716195,7.71950143804852,8.155345118941927,8.186466693910708,6.733538817737966,6.745782641116316,5.9863241025672895,6.464424555341604,6.981517434804717,7.169882706043404,7.469660647742621,7.467666543620518,7.693392725820846,7.3807451597148,6.785714609149487,7.644628499748135,7.179863650085195,6.182774047879573,5.5986463195513805,6.597062853004373,6.641961223547918,6.24645178633675,6.993897700484463,6.251959406957562,6.52268872169009,7.63010662090386
b0864,6.930238622220963,7.678278402107678,7.811763548274795,7.873683490426268,7.332513692881239,7.043460450737328,5.009625604554313,6.347778404603954,5.581061329563357,6.8864691824889235,7.18254776417793,7.185535647141524,7.475286262790231,7.587673166857302,5.599564653846396,5.836708340567156,5.421263222849283,5.743164352490904,6.172751353511733,6.548036567433335,6.912769601150327,7.097720559508996,7.74389515182397,7.099501001342541,6.449608799163058,6.354064014271084,7.034402060640139,5.9469316236016585,5.647648875871663,6.928819927226713,6.84239179079738,6.423618450394645,6.83095343970821,6.741578102032619,6.903158105319945,7.3363049140701415
b0865,7.81940529477622,7.680191736544273,7.851870873067836,8.095715882130495,8.189072741567895,8.76880650993049,7.9793690720700825,8.1172756191416,7.299348683247399,7.975324170180501,8.339572738371666,7.6068814037631665,7.606451131145257,7.760843224182764,8.096320694930585,8.141439803495665,7.291763299002343,7.505751880760019,7.647061157341666,7.9937973981628385,7.919474911114055,8.101422690815346,8.199292651617943,8.065191625308369,7.932160310718594,7.640827465804201,7.473873832823293,6.306132054674698,5.727960785841998,7.154853430020014,6.723291873124883,6.266647080670755,7.482690467798485,6.593998950585082,7.54287003370735,8.782277011942378
b0866,7.11124885184916,7.174086654588655,7.409665528965316,7.660958586695575,8.923977087488808,8.877115674702132,9.492606732784092,9.07766759669153,8.865251370502573,8.664601136212987,7.975145046852712,8.03656479745805,7.209795742946057,7.149132369634468,7.984801982503237,8.205842029009789,7.655269699051921,7.8297913019842795,7.687107712319483,8.214150908389191,8.19415429381886,8.268061560739733,8.756523623432386,8.288667082090887,8.51038617072732,7.460101999241502,8.459425316499823,7.927407162192284,8.12427170531922,8.823139799953623,8.719426997579063,8.508094049060011,8.799936535455844,8.423948677829975,8.301348894181583,8.859711687123374
b0867,5.7105002876740425,6.0338474305508525,6.0866960662080976,6.4744481689642805,7.163716772717259,7.1657038394763015,8.158770404529694,7.503367182241111,7.582216685491361,7.219235293671992,6.579902066633975,6.691544771916097,5.976319995339848,5.943378357889979,6.365945143637017,6.393247986149077,5.652898383710534,5.85540523940347,6.0883320670415,6.6502224068528,6.5125623835419235,6.604548150786557,7.144545818961992,6.7239802198089755,6.366012241853982,5.94015727793974,6.573159719874757,5.746404628292105,5.375258823617819,6.20091900274171,6.285931102761717,6.072981393599996,6.881734211503236,6.266363985947851,6.68347300912695,7.26443193795151
b0868,5.011472353940969,5.174896967476374,5.130876139403163,5.218373315615419,3.4753004162022973,3.1003299088460468,2.4563325321201583,3.407513260571068,4.109299699585547,4.369435463072776,5.067525165751695,4.239378767413616,5.035753884722502,5.119997008733012,3.0944359735860076,3.36459905861891,3.2277019749551203,3.5079293468654247,4.184424813317979,3.832184195271187,4.160126764617177,4.498522125214058,4.2785108530459235,4.415034368553817,2.886453439982891,4.4846110508081285,3.3044543215382665,3.7941970370785447,4.031887459858507,3.6593532114399303,4.0717232897089115,4.552025421486121,4.26973300268396,4.70444368235343,4.943853272828574,3.3688127041800926
b0869,5.222916067489355,5.459367155469031,5.290882113442564,5.6144561543549925,3.0307179081257942,2.9849552757548086,2.879829803363462,3.961320248824513,3.7750576070589323,4.507880060079968,4.988108356812032,4.274794704726617,5.3781431910691975,5.227645648933406,3.447584182340707,3.628736778697675,2.7662113798605565,3.2665197286824443,3.9219056061142705,4.509415659313686,4.3228654932898944,4.750533733692066,4.759493459544335,4.667918425852228,3.394424163066672,5.167617268997773,3.908844875824578,3.926683563515266,3.86404083164633,3.5048024938528948,3.886843582766133,4.014401452069771,4.25210073209125,4.036763800323188,4.331030476366196,3.4116505226421263
b0870,6.856899705139591,6.7787423029629,7.024294167711952,7.143234968934882,5.799426904588035,5.8848754736815625,5.662120392313578,6.39110389347943,6.0413770498624855,6.759781763497529,7.00845578950959,6.633902467114647,6.781178023827383,6.7403913474700285,6.747181860945568,6.675984423422174,5.980903169915821,6.24163023610484,6.535902231330371,6.789448282241484,6.924076172869721,7.146720049312915,7.297604763983701,7.053448290894787,6.4455591547434645,6.860606881148379,6.7345374174190455,7.274154497632912,7.180483893977169,6.52031564113807,6.883816714772113,7.04862495862587,6.966038489826884,6.900397453944512,6.9294734551183295,5.57944780875473
b0871,6.46276616030342,6.425517531878034,6.9898912945793485,7.479833486476408,5.611083879480372,6.891674581716161,6.133664505829969,7.688549430677175,5.928581164800593,7.9541700432806595,7.925395202494951,8.057596278437911,6.597300297253544,6.639061295515879,7.747156500782256,7.551852467850066,6.455272305985832,6.785809064764362,7.692688614444942,8.195939655403038,8.266685252520563,8.742683996066555,9.160406123947118,8.915279242057908,6.622528221738244,5.99557779164463,6.61492710275874,5.335509997495009,4.88611093466091,6.497843079711045,6.234864334397491,5.748337907094318,7.131712996400642,6.189606476169752,7.488107739447263,8.43899193415689
b0872,4.613246714031741,3.864850988232038,4.023739995733694,3.2460662332925283,2.1366311428750047,1.3360616548471038,1.0046238783043906,1.1603613605435528,1.4468348428004816,2.655737054650169,2.167265617019004,2.377266542692156,3.9944099774067943,4.276797316844129,4.573695669460522,4.57812039809315,3.5840007069215543,4.161089696257632,3.3204658050679776,3.252176346852759,3.7254712537201433,3.21443122165185,3.0965458726513355,3.037862097469724,3.5013080607369207,4.0045625635770286,3.363448293700019,4.257002356567052,3.3949046798543465,3.122844314215208,3.554642027516003,3.4970351606592804,3.3214703370001777,3.4235958908045734,4.264766990147007,3.67781268656232
b0873,3.0063471067858196,2.552202878406376,2.1404632895879576,1.8693352270510022,1.118689702052133,0.4409471144935957,0.3729356900358904,0.8698548056932468,0.784711975701343,2.161409202620149,1.6859124229326108,1.532005909455326,2.5276650950976394,2.822009147000747,2.7301607836914097,2.8111584650703563,1.7196129634233188,1.7473458816866203,1.9331179411119088,1.9305635874197289,1.5151744868793942,1.2888682784094898,2.847842636747887,1.5373799541755893,1.0845661250016314,2.32491698013863,1.5625833013817145,1.8138275514257074,1.908341426249262,1.3707540849428541,1.6580697087945793,1.5638601750460004,2.4612337957974253,1.6502826852149013,4.510473368548428,3.890620487816082
b0874,5.023373501774375,5.629626941313379,5.535871200714889,5.2598545953805065,0.2811520769787557,0.864532397412009,1.3925201269589924,2.2628864055037736,2.5955756624293267,2.230665829399459,3.791256961089403,2.370079352064295,5.6632094588473585,5.592560303860556,1.9764076273644209,2.262971873984012,1.9291241486280881,2.061831629831396,2.573397287236013,2.32684002338757,3.490495698781679,3.378361537772989,4.176233320904583,2.8505125940837623,2.102145529466632,4.549226123508016,2.19802929983895,3.881015261900724,4.245523736860643,2.7710649557850604,3.3198448302448775,3.8100114904523967,3.3693750356329906,3.9276666569285483,3.2382785895083166,2.171223678574992
b0875,4.275103203004231,4.114685696567221,4.301811894992686,4.329421312740013,3.0895357814535296,4.389064381474154,4.0367653388495945,5.723389271615228,4.831088675026238,5.277035803284452,5.8407184281413835,5.4490813446029085,3.559935490677,4.150798126201915,4.1521610306286965,4.733890266166928,4.220171775396592,4.513203239012931,4.456618061486851,5.26117997129878,4.5473862105831175,5.866435238626556,6.634154018245481,5.513689394071144,6.839502553160512,4.275671922982577,7.38307286384441,6.1267470511325826,5.968451884239231,7.389607075892557,7.317721332239713,6.489688978159026,7.376014513068471,6.560339154483461,6.924953139627295,8.376502551503583
b0876,4.645799667760451,4.100892390306698,4.251340774650077,4.386325435610402,4.811492909583759,4.755035339193031,5.528742065621137,4.899998265880792,5.146591111003312,5.039015730887135,4.755056137132332,4.240911508085554,3.8987965541122476,4.07076167691671,4.9227518603693365,5.049081756444182,4.416098933133917,4.562396303030966,4.316691212591299,4.443248458401795,4.520726493074041,4.365345450225744,5.216394999803833,4.595189514585245,5.370448094747324,4.539945316814466,5.188027648443027,4.433636961434182,4.196083669526663,4.980903084383279,4.791112904641704,4.322381406362013,4.77453329354764,4.320337893107276,4.878680946790309,4.697648271750863
b0877,7.614515549906856,8.066146051979024,7.8045243556041335,7.465397969361705,3.7104853313306156,3.8765093439218568,3.457416008720235,4.330008092761697,5.075746418097505,4.459333681452347,5.95530885060638,4.728435781215633,7.625809875079753,7.613311451839889,8.109171147973239,8.372462950419166,7.9471792494796025,8.281453258998265,7.5139348598901865,7.824841976377193,6.786290911846412,7.139671790513032,5.644373468019611,6.867671271704386,6.337164041947795,7.433426980523656,7.214730337265682,7.743018921703768,8.193833762657986,7.335624565844595,8.087257327244679,8.591366478525043,8.784395455812891,8.996264504436201,9.270766685243986,7.013753609252379
b0878,5.552100994044118,5.675294978276312,5.763792565715571,5.989138367440044,4.810912432228503,5.040161467418245,4.926936805310135,5.383800466474429,4.703223909841836,5.292069966914261,5.742838922527828,5.136971468028559,5.553707017853218,5.663516738488505,5.896099932014317,5.837431644062015,5.730322315527567,5.8874218282241415,6.1213827322367855,5.586486433489564,5.746617302404689,5.5917935268745556,5.938759214562899,5.7858662452781235,5.738052909304907,5.551774737402895,5.455601940112303,5.66638957213804,5.708946727011272,5.447536639303375,5.54881147548578,5.722437047591435,5.4790957798416935,5.745562760439132,5.981471233380962,5.450913120092611
b0879,4.7753633984342185,4.844696872978555,5.151790036688221,5.1060989553770755,5.088340105690732,5.710656476878165,7.1624022005045305,6.2937705585049555,7.191608592170038,6.3496931250988,5.837651056527865,5.227307649264039,4.968219562702049,5.031271084807307,5.228420515352956,4.801109175212457,4.867277662675116,4.723459410892012,5.20950619967892,5.393286682659694,5.2845895871829205,5.551432620748549,5.794703337851712,5.191325084779648,4.603588372771808,4.950168725339671,4.645434166420054,4.8699101210278135,4.749642316004046,4.4012940179202875,4.6563512093741934,4.4844954621240465,4.416354550851692,4.5902855930973425,4.5979905317847045,4.249421449536821
b0880,10.523618430029584,9.822366499876198,10.397393183275076,10.145872239890448,13.378790859693774,13.84908853746596,13.94984005237865,14.16190536981422,13.51965274395382,13.775496057848128,14.306111834285206,13.664915227607251,10.14689780437307,10.102499182721349,11.956009355020061,11.878735995814415,12.308076045479934,12.209990024382538,11.469793838868707,11.36046306658288,11.218788278983316,11.080900876885323,13.154223462511121,10.960094175208653,10.530354204620535,10.323946528657007,10.919978046154112,11.46753957493779,11.87190674083754,11.403533372487543,11.311366501349598,11.473056905753968,11.300944118291543,11.322441938963495,11.260638344895266,13.519092712224115
b0881,8.10277571458115,8.305432470670862,8.655058075165142,8.51614178535434,9.180245775702298,8.957483790236626,8.61433688989977,8.417390114434834,9.3803761006187,8.873092970270113,9.216202767960024,8.90492336523038,8.288448558421559,8.184800006529988,9.373393220929056,9.373166988989393,9.555285795006998,9.526429921427384,9.196400983244432,9.08254556710593,9.15233868573292,9.08456241584958,8.882234301155217,9.108151153156818,9.168748370261307,8.971391453180402,9.40092225026839,9.49256509016399,9.968457936180876,9.792400248086434,9.948081522975977,10.067596472508255,9.923046080165195,10.111991185806033,9.292349029218324,9.06063170115778
b0882,8.471800531237287,8.523962056364145,8.479722034238025,8.709057767461946,10.462817127812695,10.372873227462172,10.40958744162725,9.757641344141836,10.494474422326272,9.74117738831914,9.271541670785124,9.418143315355378,8.37175763096339,8.37389247189693,11.597599223440573,11.463927076017589,10.552673626765719,10.61065043935867,10.884593269285864,10.840631021763855,10.701370929373038,10.669030737545896,10.283266780116143,11.312208617878941,9.817742618972275,9.116637178903755,9.410073555148783,8.585412890914245,8.43574673518297,9.14317755179743,9.562793338484935,9.507812853184145,9.812291759367145,9.46133259863773,10.379286005210352,9.485572554384012
