Geneid,p1k_01056,p1k_01057,p1k_01058,p1k_01059,p1k_01060,p1k_01061,p1k_01062,p1k_01063,p1k_01064,p1k_01065,p1k_01066,p1k_01067,p1k_01068,p1k_01069,p1k_01070,p1k_01071,p1k_01072,p1k_01073,p1k_01074,p1k_01075,p1k_01076,p1k_01077,p1k_01078,p1k_01079,p1k_01080,p1k_01081,p1k_01082,p1k_01083,p1k_01084,p1k_01085,p1k_01086,p1k_01087,p1k_01088,p1k_01089,p1k_01090,p1k_01091
b0022,2.903488332911725,2.809986899151214,3.6420838815973884,2.7990619607576925,1.2649862552974716,2.2469855344149123,0.6680299242358897,1.7982329392165746,1.449668945326317,2.4275125048950374,3.6132214524117483,1.7075861666817729,2.802159870423877,3.5739608528434905,3.4692064704672965,3.0239644147697207,3.51922587991801,1.745509587749966,3.1817491763599692,2.2456768125972655,0.8439726192294921,1.7474252808319672,1.86868670499607,2.8739587793668244,1.5915229315454729,3.811335638473591,1.2740456416910133,2.590329180043123,2.5296221664252445,2.935341244810198,2.3141124116434857,3.1394001028852765,2.4839904655601335,2.9467758327024853,3.8515545635734476,2.4018616887443147
b0023,12.147901836174325,12.18580243530685,11.603037910925009,11.506672739157155,5.369585641873401,5.328123128840058,6.689316258154843,8.25145745202993,9.422367746398521,9.25800035544299,10.379103118582803,9.948000672974914,12.223904382123148,11.932762520111837,9.921073679791828,10.070635290041462,10.172337653798998,9.994311915545724,9.470216418183144,9.077623106811853,9.03280501276381,9.151560455685972,8.654704287366659,8.829815130888994,9.049186919482851,11.247953393908439,8.832470165953367,9.920810436612546,10.511550685521279,9.106355485788217,9.660690878476851,9.978811384922732,9.752523910735869,10.065796374046272,10.49627511337617,8.018613773326205
b0024,3.448917769096357,3.1005997347114933,3.793439062063848,3.5411052832038483,4.080342659974889,4.1035082009501,4.444996404330042,4.7422102275409035,4.579669700364989,4.528461249972092,3.3236994408113567,4.885552856878209,3.3509571997582053,3.7037219983733927,4.722136599946061,4.651520989173819,4.68538470814043,4.760072352618355,3.9819237625540955,5.054447104992342,4.172511799662093,4.893443159963249,4.793790358243136,5.8290697993768505,4.324331673779713,3.7592036459779488,4.488687728032009,3.979014863679278,4.481060605851253,4.674772281952619,4.702394640820004,4.779138954118189,5.24461166797714,5.184460990725644,5.423848501579892,5.9588639872512825
b0025,7.746883406974645,7.730672711467045,7.783203176617666,7.924783279581995,4.548886489335301,4.822149475618075,5.42385729436918,5.830447599906517,6.421558549720346,6.261331020352619,7.353399666903784,6.584164163857451,7.605345632240005,7.660793735053065,7.497991429316357,7.315659778776684,7.140498084940236,6.939665972936074,6.9367366746363635,6.9197327788409115,6.706241472264814,6.865261774469722,6.678085821863584,7.343171300378922,6.890025269890537,7.640624647153709,6.83467678826004,7.445192454022854,7.659457388959586,6.857299148006861,7.683580534501073,7.9309489814743195,7.668356687899852,7.915253385673964,7.9080392794207475,6.346029706471003
b0026,8.47493683327598,8.547936684336644,8.6414389066654,8.752244267788228,6.310463017123944,5.942993859448255,7.003835557295701,6.400121838745212,6.898755179934389,6.875217710676014,7.451688409222997,6.965818102071446,8.429706069627942,8.523573124554844,8.420519311444178,8.118232692690713,7.6115003978078635,7.456313258142321,7.82628256272204,7.551380663344523,7.5457024176676715,7.472098908353742,6.889653837856833,7.784304146898919,7.149064345829453,8.266786124912548,7.353051916393967,7.458539458939076,7.328776878852285,6.919011169870541,7.553395740949887,7.632709339495667,7.484986975471208,7.509033479391211,7.863763610021753,6.35797805860516
b0027,7.1598105907778855,7.370987122930572,7.318914186411753,7.377847311408437,6.158207674215057,5.028399415042331,5.135418458100508,4.956551616227106,5.664453089386608,5.388991384899031,6.005095656322387,5.134043951379499,7.379038560762807,7.4332160398916685,5.926613636587447,5.625299381286018,5.170398409866781,5.257848419557935,5.6470748580656975,5.604313177749079,5.239970409414276,5.541344842815478,5.406106105926667,5.507043736289252,5.50301869844552,6.958837897426733,5.104914438053096,4.937203257940422,4.414666763967222,4.418959432494472,4.247838759973145,4.474649173528898,5.086716665996432,4.728465016274992,5.894909693892049,5.002641684750838
b0028,6.789459982802107,6.568306869977081,6.961854155898855,7.024111004874733,4.599187254885959,3.7166717807264016,3.691463988765056,4.177741171265589,5.254312040001132,5.245459698936486,5.3829074860592465,5.187546588821885,6.57072460584006,6.552042228264631,5.838717847354016,5.766260626068108,5.259628988384183,5.450232720883067,6.208104350990833,5.90488793356248,5.6509579448746425,5.755409400783528,5.323277744871474,6.239374949634524,5.24988464325868,6.49217187823093,5.204970655672456,5.092296246423789,4.801469316966812,4.994508013852997,5.134003520740804,5.171323700788247,5.84193058524374,5.176713437546097,5.950061009476414,5.337018540970498
b0029,6.609084392499716,6.443666761820444,6.55675471484154,6.719147788109344,3.9691115097411505,3.9780084277839944,4.269596939948268,4.351701964104611,4.93770832112245,5.242637137315847,5.632945514620649,4.965937196335009,6.438588691620228,6.338795155435378,5.8510965272107756,5.700386118255096,5.552721389191312,5.5596735188218975,6.015562784203784,5.629822895590634,5.756648244846472,5.696562548619975,5.371818192249052,6.1004121205760855,5.1802829385216596,6.2794296440515796,5.4293070267816415,5.3083839386595715,4.86865293801525,5.235188468487925,5.147598485831697,4.922691377974098,5.464954937247249,5.213983811758542,5.742744784601945,5.407751321880066
b0030,3.73233719424573,3.5189889817531044,2.675543148332498,2.418061163087622,1.8236071282132247,4.437410186601233,1.4731943355834913,2.2440408567458188,2.9123493808896295,2.5738667652019234,5.22348093298481,3.031632507064684,2.8088974044616832,3.4056376010111675,2.1186407585751423,2.0991167319796564,1.7517217492136956,1.8864448574641706,1.581421551961711,1.5268317356239434,1.421475635868428,1.4110627105569988,3.169840833634711,1.5408209162078317,1.9766500652612258,3.701098524783628,1.650400586190635,1.9648193432513215,1.5674267693732964,1.4431726133726632,0.3780701286067842,1.808815892084517,0.6037841996258793,0.941131072000561,1.4525257818763708,2.5208213815113223
b0031,7.770459529773117,8.42715088929201,8.762134256254356,8.265252564201754,7.392554640134371,6.099653598136882,4.443739964532432,5.1424285451050595,5.288334274047396,5.181617491369087,5.615347658789497,5.107658924450892,8.398164466671536,8.419562137013362,6.2304094767473766,6.250555257814525,5.865955054018211,6.080757625324799,6.514892784763912,6.14452371366068,6.6558051310565745,6.076694006086558,7.75220703321794,5.652918836397932,7.016401875950618,7.306158650474723,6.926112806196522,7.121843203621903,6.897072301648055,6.559067738267086,6.823015072967927,6.871126258458393,6.620294053623068,6.525866236033262,5.823704291494399,5.464708513845146
b0032,6.547466306243158,8.176468480446234,8.472440850410292,7.770610769969183,4.779271482219142,3.3404144860989233,1.505368918768158,1.879119184052065,4.088527983705914,2.646198355690858,4.832076883998522,2.266164914732563,8.497440743700366,7.662151575348746,2.172831732799942,2.1755216540361237,2.15594893529093,2.058442181636869,2.6529322127703514,2.377222345909846,2.7907394693371104,2.6520490072133134,4.96620482225143,3.33973590155855,2.6783740995604526,8.366434155352152,2.689601017880634,2.970182858239029,3.565905663224542,2.7694565586193796,2.7751290635651764,3.1468941238613883,3.1022218782790065,3.0829011068214855,2.9275857907451686,1.7662146201330966
b0033,5.541419677507237,7.379319379003785,7.660698881074548,7.037796863444683,6.2354604828675395,3.5688719231494193,1.5192905507301921,2.0277957696762727,3.460936199936701,2.555117440259535,3.5126867108400277,2.2586209018298455,7.571369789797841,6.7322930610281695,3.0060442182194422,2.619684073258429,2.4098889481410013,2.3076643070552847,2.679719765167299,2.836880114445406,2.4400109646575707,2.7915996291715777,4.154681602338496,3.047327798175895,1.996347459100894,7.979860590288882,1.9123200839631915,1.8259782909284765,1.6582585657150246,2.1164259134594308,2.2842940947123753,1.9581748805877879,2.453329525949285,2.1869280016928725,2.6464566299884957,2.185263329108809
b0034,6.391241737758926,6.652634987602122,6.216729863752785,5.168385544611901,7.0396424585228505,6.16757682341216,7.511099791912378,6.000840246575057,5.622661846385575,5.2338039446077245,3.254611410852385,5.127540374783205,6.807966761180229,6.237397672161524,5.465458059559895,5.872154163315658,6.153926567692536,5.884065526311096,5.335985392213834,4.50698884343973,4.950486306204406,3.8222549532680388,5.503371784973636,2.654160650319743,5.246332848342971,6.5768676982319,5.561197944895665,6.126020008386564,6.141074958267695,5.471344910731593,5.869323808358056,5.784086234837657,5.950500054011079,5.8886907477761214,5.161130573988553,6.622871946989807
b0035,1.2000064081300545,1.9290333865997238,1.7586142666105347,1.6264250549743269,2.4821439278538597,2.0873500735757893,1.4060580461779855,2.064306455265825,2.2137172514270795,3.2768846425094584,2.4042881618314125,1.3715296387268698,2.1408906226200273,0.8868080520237852,0.9567963428195928,0.7667156999666234,1.3376105048194,1.7729982575997763,2.030357553384035,1.4582828167427537,0.0,2.2234283558044527,3.4473119393053233,2.660307469335118,2.0477658587497425,1.8968859527577229,3.239631400770332,2.045195072840535,1.6913455156887391,2.805039431481875,2.3714642321841604,2.144060360039489,2.6078273163214303,2.6809505228162593,3.1323125871627155,3.7011355539136743
b0036,1.7120407622147225,1.0955095376490724,1.3608154094402185,1.2601386946178936,0.31773472550336945,0.6451239647349485,0.4993533899837416,1.334970613892249,0.3829390901430755,1.8841337139946337,1.4821316124529806,0.48323197699690373,1.6313534392908453,1.6935461527003135,1.1623379710540822,1.0389736078103686,0.9401487520017598,1.1088972382521018,1.6144462750539263,1.0670614691306421,0.0,0.6340389343535955,2.997161304693449,0.0,2.8571794888894897,1.6639130713767305,2.82806959975166,2.511688739517306,1.7817606827979258,3.0597425270625127,2.049269120199882,2.089941466993225,1.773981794848589,1.4402342135310349,2.0514482308009243,1.0022117548636778
b0037,3.547285261103559,3.1648234342688086,3.845155247193439,3.4435319892508955,2.2818462269841597,1.9095648193731036,1.1731984979912258,2.067193381112346,2.364986324087699,3.000122118783062,2.092849199730451,2.2086179159764447,3.1915031893048913,3.395875726390174,2.6087215731426006,2.5197269470326593,2.665361875577496,2.8111021043751316,3.22393159722978,3.0551589984178977,2.6047828874957957,2.9183826981484042,3.6210880223574518,2.5722264365167304,3.389219960921226,3.566506263863115,4.108397475080952,3.3737908015859133,3.642190093092292,3.840773812032417,3.950967681119793,3.8169517087326326,3.6930944594002044,3.642057677576397,3.028341438217026,3.6340390020301347
b0038,3.0788553543349617,3.095277480995648,3.398111903602093,3.2388959027937503,2.488174591622136,1.826661729964794,2.3608747531061476,2.5977772140547946,2.5130331673260873,3.077798217887711,1.917580532257699,2.278377310583988,2.900848290701743,3.0731108634180493,3.660275357037564,3.3963319800009297,2.911039071832879,3.0632382390085704,3.343117366074712,3.4075602261511437,3.785578580843732,3.1139208972046735,3.5256368299752237,3.573204127803785,4.135773809003346,3.0410574818794505,4.462852626226398,4.3995770166632395,4.021843977712247,4.025276218157915,4.363251411476365,4.53835301058304,4.498433532052736,4.423461843888166,2.338951003931989,3.184479382749394
b0039,4.460715120900533,4.605385950381253,4.404815459009644,4.256184891528316,4.95361660092549,4.245344391944434,4.294875219164018,4.255501985404308,4.4393334333619245,4.552931002207911,3.230685123611881,3.954281018273788,4.82027172246521,4.4279051543069015,4.29356049253549,4.473509756551912,4.0699059391259675,4.173632430092953,4.488391348701319,4.171537696535884,4.467029300958521,4.235546321124568,4.663023524408808,4.59907820529027,4.415562178119565,4.581985719583706,4.316363472569492,4.254757763847969,4.421995131855827,4.257055691924187,4.703941304403871,4.496596383615923,4.311798367823565,3.988910797855374,4.322087919182427,4.632105767966631
b0040,1.4706201757835473,0.7433779783607045,1.1126088483820777,0.8594288751546663,0.3284245469543815,0.8319731000595424,0.14702669433710344,0.6455018241198838,0.7056384979433027,2.134542005716124,0.6399992045506081,1.4067350848208333,1.2935552825003498,0.934229667367079,0.6328468346097593,0.564448087867222,0.8750962872484673,0.6782209778619536,2.0735727185405732,1.3734599403378072,0.5205353128454208,0.8945286472543948,3.0855295895613457,1.386618956862634,0.7938499087621104,1.0445079999034645,0.8279800425926072,0.6170440120325688,1.2290762297632785,1.1449408750108334,0.9965430313632533,0.848392151460335,0.9572684248385427,1.353807519084318,1.4585564694564606,1.3568264256943443
b0041,1.8016867458331394,1.2169674458892148,1.09896556071104,1.0473628695064352,0.32327232220831414,0.0,0.0,0.0,1.66419607066757,1.3605399774134836,1.3003027910625613,0.856965646767339,1.1297785935946545,1.6393561524535865,1.2884263577145627,0.34348912679793947,0.9535260818992102,1.5125841499528707,1.5055348423631723,1.6928450955517111,1.0964951492609383,1.0876543009903683,2.3983758578840284,0.5392843010821695,1.2878835398019104,1.376730093218161,1.0111374104157607,0.9251973490765283,1.5182441617962195,1.2388985729986117,1.4739403182152695,1.4582382441453328,2.2945934347521932,0.7269364655112841,1.2474266506436456,1.3413454521202657
b0042,0.9632086885766716,0.7463811878582318,0.6423057622932281,1.2076771556548165,0.2697172638058525,0.3935943482330389,0.0,0.2406259064804811,0.5919712702123654,1.9587394899380026,0.0,0.9970729900246219,1.3539328431788844,0.9502675236863497,1.5453262421180962,0.4114631733866749,1.104249771955432,0.7565561295968798,1.0533167292593177,0.9364379539556216,0.0,1.251880622198955,1.1147192229872789,1.0792380390597351,0.6690207692095582,1.0038390832713622,0.6035712868772714,0.5758027541589137,0.8180227142356876,0.5033247901134813,0.36850566103965193,0.8939665579147406,0.5895734145578226,0.0,1.5233305626470108,0.8773164742804159
b0043,1.2571016700126338,0.9204451647135922,0.0,0.8036928976784004,0.9281161186997272,0.755947896802625,0.0,0.33993530307778946,0.6387421714896617,1.2683377857053248,1.2106876065056484,0.9796281154792095,0.6502815001665289,0.5727734111788951,1.9293089827091028,1.3390811594477232,1.634163612675811,1.0773769721111695,1.1758590694066131,1.6508967346136938,0.7501314407630669,1.1241362066191958,2.0454429078120993,1.3946070869030587,1.2433539080186007,1.216922677649395,1.09805672634658,0.7807616269857238,1.2607144166647897,0.8598434876455605,1.1877826394625952,1.8126274806902227,1.7921110390884882,0.9379046030925836,1.2461284232384238,1.5047677455092276
b0044,0.5298021444685259,0.5293211870091897,1.5030201531657985,1.5379668473961814,0.0,0.0,1.0899918687212908,0.6723556966486433,0.0,0.0,0.9847812097622877,1.0606411157526967,0.7103576457163625,0.9039575949215488,1.7713574056914396,2.9702549013992785,1.1722815762066519,1.2345327826412997,1.6370385670961878,0.676064860282766,0.0,1.70458663658236,1.1831688336577324,0.0,1.701060339966984,1.2112026828846887,2.0209106468883298,1.7683105175288008,2.367187837742463,1.4960334331087861,2.5258950564404676,1.9287626384624499,1.9076100529762425,1.9719651914067804,2.023486799000704,2.3522815916171482
