"","GlcM9_N_12h_Rep1","GlcM9_N_12h_Rep2","GlcM9_12h_Rep1","GlcM9_12h_Rep2","GlcM9_S_12h_Rep1","GlcM9_S_12h_Rep2","GlcM9_N_24h_Rep1","GlcM9_N_24h_Rep2","GlcM9_24h_Rep1","GlcM9_24h_Rep2","GlcM9_S_24h_Rep1","GlcM9_S_24h_Rep2","GlcM9_N_3h_Rep1","GlcM9_N_3h_Rep2","GlcM9_3h_Rep1","GlcM9_3h_Rep2","GlcM9_S_3h_Rep1","GlcM9_S_3h_Rep2","GlcM9_N_4h_Rep1","GlcM9_N_4h_Rep2","GlcM9_4h_Rep1","GlcM9_4h_Rep2","GlcM9_S_4h_Rep1","GlcM9_S_4h_Rep2","GlcM9_N_5h_Rep1","GlcM9_N_5h_Rep2","GlcM9_5h_Rep1","GlcM9_5h_Rep2","GlcM9_S_5h_Rep1","GlcM9_S_5h_Rep2","GlcM9_N_8h_Rep1","GlcM9_N_8h_Rep2","GlcM9_8h_Rep1","GlcM9_8h_Rep2","GlcM9_S_8h_Rep1","GlcM9_S_8h_Rep2"
"b0011",10.4145811702809,13.6590029100572,39.2046022688497,14.5808578210287,12.1914000560641,9.91563155354472,20.0588419282728,7.14875562002974,10.4627265701776,13.25015779826,13.1245760199294,17.0361834999982,5.5915702806235,6.68106761821166,6.35649189954126,2.65927888056249,8.8292303019931,7.97158113899683,5.79478676147286,7.26805697854558,6.3040804630795,7.07359004204517,10.6031073275269,5.70014396777422,9.35963898373228,8.03100222740193,27.3527370955569,23.0643440923269,6.91810789902685,8.89503368113488,5.35765619476356,13.685782180589,63.1014869231535,35.0266143935065,11.7288479081098,13.1438682021614
"b0013",0.873378552281358,0.890912888222125,0.986322681992524,0,2.68375955667667,1.45518812823983,1.47188751834104,4.19651910371204,0,0,2.98238419013173,1.66678587883125,0.820601960313178,1.6808456534206,1.17834890022608,1.17080320172548,0,0,0.566950264703489,0.441367482559885,0,0.566235656075044,2.22297142246708,0.528338467326752,0.784909907737342,0,0,0,1.05942324861945,0.60249612372219,0.78627343580787,0.708876721176552,0.690229831258678,0,3.03757108602524,0
"b0014",6018.99985600074,5108.26689558327,3316.31923315554,2818.85688174119,161.196981401483,117.514407713733,4890.36239524487,5407.76112735206,1243.42795613109,2047.5468114182,649.615522757088,304.133674445427,1478.22158967656,1445.96894401122,1167.09007752246,1454.66315608251,196.449387786645,1363.83089680515,5415.51306677082,4495.57587772759,1723.53494124614,1838.29439021508,100.134315637437,181.736863304914,3206.17363648626,3179.32806812795,2924.58944727389,5524.30194264973,104.055468857104,80.8576184726729,4634.28415220727,4745.6140170362,12597.9338112628,5646.00535223296,105.836071693671,110.736061667741
"b0015",634.9446644369,521.796345464216,203.407270416214,319.574534424587,234.621515130401,249.213821979872,404.901693450915,447.519960673593,247.599376778237,318.027197331029,340.95211484578,214.014128901382,203.077237775736,191.102647779627,180.882801850252,192.112050092314,165.868969011307,303.541794178384,782.25213192192,591.565772636461,231.476330219129,234.156451281394,165.516325199198,261.499537521053,527.556531662995,471.547532197339,308.153229840669,531.609510301365,201.57399077509,153.63970499151,629.993949974807,614.761438332854,927.344509580718,548.391233268123,204.598122863913,236.191944347453
"b0016",49.0189592485096,37.664661924335,26.6006092080641,34.6262651396152,42.058415027344,60.45953979125,47.7425346389004,34.1573048052588,35.8149586962393,26.5136091332275,58.4228716240123,26.1209585930304,40.6735707725785,35.3259236998671,42.3010330959975,37.9764837442985,15.8672523021456,36.1072348564385,46.490939569716,45.6835154480117,35.6061708022408,40.2413616619939,25.7633208628259,25.2246047784925,39.4765999198454,33.4014717414709,11.1718989034815,22.8323882233401,27.6068200037468,28.1063900876075,40.1182963117768,44.4365163314192,36.7271664970282,32.0356748116552,42.7321355760801,48.9296422211521
"b0018",10.0831760822625,17.1426840103404,28.4677968404477,39.5272543773858,21.9470479386047,14.0001511863832,22.6573017041312,13.4580312488712,21.2725578132995,18.4881627488964,11.4772320492273,16.035902057002,0,1.07807793884481,3.40101649401746,0,5.12896384503052,6.17433231077344,4.36363616056145,3.39706536339931,4.27243367876952,2.17906802243098,16.2540299079726,19.3156537296614,7.55150290382372,4.35424954888522,33.7047945253307,33.1171299421916,18.3465997651917,22.0268014141847,10.5904696898861,9.54799830134484,37.1873588708467,34.1239735604984,24.5481811179632,18.9293504736104
"b0019",167.277416452614,249.60511120741,175.881263321951,308.83205619386,440.553606986357,385.693377397129,443.585060129351,183.31267324554,270.711106251553,377.885745265848,359.729665645667,672.659411439357,160.306841171728,164.178901726149,124.92717835188,146.917758616521,340.661855749283,131.75631326056,245.750611228263,222.920053575995,215.337241639968,213.752021005123,438.436196878233,361.059632933514,175.434084498369,170.888450991876,224.372066877167,442.714783319675,281.34943574467,429.539501027577,128.182765416027,218.809851483168,264.87806154631,492.357467981839,384.758310720484,331.500059502801
"b0020",75.0624089387392,87.3369664204873,37.0866028077983,50.5748387044721,158.575570188992,160.566452796157,75.1100792711098,48.8406346844369,51.6868690026929,43.6243764594766,98.1227415851389,142.505598412181,87.7908386075291,83.0143785301655,70.9438791561694,77.3027009209818,166.050440102297,67.3296642902355,77.6578093557912,83.5717405952256,99.723092749846,90.2331166333656,192.844118897126,120.141953924154,71.6751689067669,69.8936264412567,31.755713518877,61.0173078158713,107.175787872465,174.223013611203,55.9615164003762,81.2324265625205,20.0828723780777,82.1455205532387,172.41079334669,157.753590149067
"b0021",3.51080883392309,2.14877603535554,0.792964374037554,4.12883696714277,3.77586369310648,2.92478405972957,4.73335708868484,1.1246117202027,8.88813801704196,5.5176836492463,16.1846017288238,1.34002983525839,2.63892590801703,2.70266667441094,4.73672924249296,3.29447792010279,1.42866187630553,2.25729921361693,5.01386115280352,4.25810371293418,4.76030894373792,5.91800355002789,4.28923436445926,5.94668484808962,5.04829184223938,7.73202630289667,1.40825973165243,1.10696466024593,4.25867167266827,2.42191511120009,9.48199054271273,6.26899690450392,1.66475234549123,0.619901715132602,6.34942581863019,3.72192703546353
"b0022",3.8403432371072,1.30581455818839,2.89131414360263,1.8818255130028,4.91699629968739,12.7972501097193,4.31470276134629,4.10056981012536,7.2017805031788,0,12.0210539649173,7.32904404482476,3.60827865581751,3.28482953207587,6.90844264970093,6.00617815758812,1.30230008580197,5.29109073021605,5.81686878082063,3.23457035955439,9.76335927314479,4.97960309819064,0.651643608318871,6.96949010690235,10.3540101186724,4.97516239069376,2.56740492593675,4.03622493447072,6.98760388168855,3.532323844494,10.3719968752417,4.15601370104953,0,5.65072863072137,1.78087200133754,4.24091415367573
"b0023",425.510030671478,379.454927803226,534.936759044127,515.364546342132,974.478158726574,1284.16782987794,302.175730369154,372.904271147967,1125.42088040524,879.039880392002,1297.66349682622,252.810534391483,2939.39002861946,2214.65686169183,2851.50206675578,2460.14028684377,300.160512417569,1391.88963504872,640.166007943801,756.677081025327,2000.27283644369,1826.12067453364,290.170751203183,689.6551543771,1152.03448601745,921.346881196332,33.5458096454943,42.1899738433354,1373.96801004635,510.457451720221,656.523483551726,418.130265234365,78.2538303786254,246.896326504417,840.474140691624,1065.68251405506
