"","GlcM9_N_12h_Rep1","GlcM9_N_12h_Rep2","GlcM9_12h_Rep1","GlcM9_12h_Rep2","GlcM9_S_12h_Rep1","GlcM9_S_12h_Rep2","GlcM9_N_24h_Rep1","GlcM9_N_24h_Rep2","GlcM9_24h_Rep1","GlcM9_24h_Rep2","GlcM9_S_24h_Rep1","GlcM9_S_24h_Rep2","GlcM9_N_3h_Rep1","GlcM9_N_3h_Rep2","GlcM9_3h_Rep1","GlcM9_3h_Rep2","GlcM9_S_3h_Rep1","GlcM9_S_3h_Rep2","GlcM9_N_4h_Rep1","GlcM9_N_4h_Rep2","GlcM9_4h_Rep1","GlcM9_4h_Rep2","GlcM9_S_4h_Rep1","GlcM9_S_4h_Rep2","GlcM9_N_5h_Rep1","GlcM9_N_5h_Rep2","GlcM9_5h_Rep1","GlcM9_5h_Rep2","GlcM9_S_5h_Rep1","GlcM9_S_5h_Rep2","GlcM9_N_8h_Rep1","GlcM9_N_8h_Rep2","GlcM9_8h_Rep1","GlcM9_8h_Rep2","GlcM9_S_8h_Rep1","GlcM9_S_8h_Rep2"
"b0312",71.4475797769273,53.2504798359197,21.4622209648767,35.0103806262386,47.8643236809325,79.5624602733897,49.4610125905483,46.6210306397462,28.082790968213,27.2215708937036,45.5916302281128,24.7914610634303,8.36301400802209,9.10515078743486,4.86848358370206,11.4482948076454,93.4881826859226,14.2519632943472,45.9114324260972,22.3690070672684,16.5129271831411,35.4039420184452,76.4147180533922,17.1720755038603,17.7281008469414,19.6340024604244,72.8540338108252,53.0952520212939,16.6330887513916,47.7942108240083,58.2578473665677,70.0960770816602,29.658342328765,36.3172405768493,43.8415890858449,118.270291677285
"b0313",119.802626066248,85.3612528589599,33.3139277343961,61.9500792820446,41.1608522160249,49.651809530112,112.618137354087,112.814403205733,53.3439183195982,50.1462828088548,79.6610513943081,37.9144264933464,4.52515308505467,8.49649879816229,4.46732274058547,13.3161471109661,50.527695604057,13.2711455100835,57.4477516095647,21.9050157049076,15.8155001091293,30.8343674583208,40.7592566622674,4.37022922379616,33.5445707938275,25.347424687165,112.893894531916,75.9276269506546,6.93751353128218,24.0875699854162,86.1750345927695,101.146718847402,47.5778117981364,55.8069413326082,25.9632391773947,58.2380476071151
"b0314",40.7736884427215,38.5706178270986,27.3524001157573,35.3487282850344,35.740160130573,51.3870905511405,49.627562743711,30.698860470398,35.7806396940488,31.7666740219016,32.5768682900949,36.2466546839302,6.71240306209983,5.92439586737173,5.8772684704151,7.59152247998414,38.2009091753416,7.44219428343411,27.9385289655996,17.6993782711459,10.1887570727609,18.4139278858645,29.1824260230583,8.11642121158178,17.3821866840742,17.1559571906446,30.5786127235341,31.5906499478046,8.77160801768504,29.0891642004681,30.4324525297155,52.3279906904873,35.6660578261302,35.0739476562004,29.2102388681303,62.8063756254633
"b0315",23.097257016571,22.2335893444204,5.14335607747294,15.3032122451897,82.4702076613623,72.0892188520134,22.478018009454,28.1359280825024,25.1649371481489,7.66907406294326,157.188063613649,29.8002965198746,30.2598854980072,39.6515087782461,46.3047875627374,32.7073004518724,45.174878343317,27.4899400955812,23.8628846275841,39.1270248667859,28.9467180896449,20.8800696883306,80.9789740161615,77.7336146836617,37.1298391401402,43.4086722229002,2.60980243847515,3.07715864270199,81.0925320202443,65.9783002862161,34.5585208831958,33.005039999734,1.79966346829097,6.31844775699377,86.2146277087891,73.5016565529814
"b0316",17.0841821736407,19.3635242300954,8.57488241732259,13.9525071494051,24.4986445184425,30.6789180226666,23.0333061756666,15.8095844606653,41.1153041628214,15.5133161273242,33.3825862052807,21.0114956502774,18.5487672228392,21.4322817649576,25.0985792517106,22.9021140209042,29.7395701606748,21.2713680867144,15.5261818742889,20.5287860571376,16.7298866250747,12.7991083201888,32.8542799954343,21.5883396863578,15.6948366562126,16.9682867190096,13.7056541335338,20.6489205493948,25.3286093593921,25.927975585535,18.1145950660747,21.8780303689885,7.50089163519869,7.37377736094562,29.0488061460144,33.4559996435905
"b0317",3.55302296819871,2.89948402900347,20.8649744110483,26.1155143838565,8.18842469947941,4.73592288629557,14.3708136059269,1.13813410561596,19.9889098134322,5.58402854282442,10.3128335071589,8.1368545106872,5.34131296011463,3.19102427990737,1.438105170817,2.38149348647568,10.120881227936,3.91618472216392,4.6128618731386,4.66841196984183,4.81754712743016,4.14634286031706,9.40508470363228,7.73767037920622,5.10899274615408,5.98382089809226,138.243693296582,113.707897940993,10.3437075496472,15.6866325438852,3.83840098121838,6.34437562479856,59.5285190742454,29.4857058290026,8.8972222431553,8.94586420472761
"b0318",12.2675873752074,13.7056747120563,5.93743505766175,6.87005821550939,20.6432839705492,18.4931156857365,14.7673723009834,7.48505988405091,31.2215574861862,4.5904946340517,21.9428793955985,8.91881471901794,13.7217625983176,17.6133425362833,20.8860886615032,19.186127590714,19.0174430981033,19.0481203351929,6.44660745796289,10.3325072935354,21.287089932716,28.0263328683997,18.7344853521789,15.5489923893329,11.0249454256484,14.7574627420826,33.9768760626852,37.2985085892585,18.0695368911979,31.0300392418503,9.46636947097844,12.8018230931423,10.156726281388,14.9562777893195,25.1933243418212,15.4824806664669
"b0319",2.86952814518338,0.418162581061483,1.38883355684034,3.01309634162876,3.14915138731424,4.09807893686964,9.67191751936469,1.31313044786674,0.576558728144661,1.28852265566214,2.79964851143002,3.12931822800225,1.15548345394387,0.525952474210992,0.553074743921144,1.92336572214094,0,0.188263600805375,0.798318407409074,0.82864831407775,1.73696243973096,1.32885362061542,2.50411948445309,0.743949425669345,1.10522574291801,1.32766857632194,2.46648958780744,1.29252521022935,1.49176591539709,0.848370264385697,1.47619428873061,1.99632796853882,0.647938292464794,1.08572381320912,3.42174481644277,2.98776079219652
"b0320",4.57833043545812,6.53834584461531,1.03407878344471,6.05731569259648,10.0238159555538,7.05611235068392,8.10155776718895,7.33284594838428,4.82947030192187,1.79885748409902,6.83984495509553,6.11621106215417,3.65642009688932,2.79019655056735,2.77965583048812,1.07405509983984,7.21940015286091,1.89235911203337,2.9720052610667,6.13127533229413,2.71589608071555,2.81984625627043,9.67200658415697,5.81615722715027,3.08592726799252,5.04154071396103,1.37734893057033,1.98488982816854,4.30403518628933,10.2646047159642,6.59474788767969,5.20239545922211,1.80912402511958,1.41468854938267,8.59854209038314,6.97711144559537
"b0321",4.49482426765646,5.09451595236877,1.4100246791865,3.30379648163097,3.26114585566591,2.49636498619172,5.05002534461798,5.599299198474,7.72669901168515,1.9622748189221,4.9030816139877,1.90623962480419,2.34622814005035,2.40289906791818,3.70599027352795,3.18013235848957,1.65126148203271,3.44045101471795,2.75569769505879,3.9120078419005,3.17423769795904,5.18065749558238,2.16097869829124,1.66166168667695,3.36626854797212,3.07327226082409,3.25536096418952,4.13357754292538,0.757263800949815,3.44525952438323,3.37211635497882,3.64821906926637,1.7761266221262,0.881832017301307,3.64765226471144,1.65455383178617
"b0323",3.35223238449168,1.13984443051948,0,3.28528781786833,6.00885871329445,5.89565190191286,3.13858367881545,0.596563990233575,0.523869012442366,0.585384504804492,2.86177306479552,0.710835154207443,1.04988780216539,0.955774979396025,0.753796722938744,0.748969695221448,3.22086717649238,0.342117677934138,3.62681419332379,1.31761174940672,0.315645485371278,1.93186282660897,3.03370217654331,3.3798122542226,2.34318693045118,0.723802511671308,0,0.587202892252305,2.93678356418773,3.34030939181273,1.34128997873107,1.20926028906588,0.883088166463309,1.64417209108174,2.07269556458193,4.19547578774349
"b0324",46.1174166190186,37.8959839086969,30.9594147045659,30.1309634162876,36.8057068392352,33.2968913620658,33.2472164728161,57.859810359128,28.1072379970523,22.9518098039819,32.5896584533651,20.5361508712647,33.460875020458,28.2699454888408,29.3820957708108,27.3049240911079,30.2351924544718,27.8865458692962,57.5454518674041,65.7739599299214,31.2653239151573,34.384087433424,41.2136331816238,43.3970498307118,35.6895812817276,36.5108858488533,10.5339659479276,7.87632549983511,29.679926025088,34.6417857957493,51.4361447479573,40.9663135210571,12.1488429837149,14.9287024316255,32.6135052817201,39.0446012616591
"b0325",277.667899811787,515.205344461864,107.06528020723,592.685511119525,334.346391582739,229.914185962643,590.194684185944,405.277534754303,516.280637708377,724.843033682673,204.784232785102,418.520260155629,216.50930769831,213.838964562416,204.382430464142,188.148408714203,135.233517377979,67.8662516052641,112.791275781972,100.083331283194,266.184949029865,333.353867538056,221.209134159442,104.701502662113,73.6799635371557,96.1580704373225,35.1863944369105,65.6885047077907,99.4486953970479,266.258572415322,147.615917468949,283.148699388013,91.1891460798572,439.64066643724,255.568687830387,210.133059435602
"b0326",2.60410055490501,7.52641463220209,1.47042965320305,3.82814443403996,20.3384299818404,21.3326661100716,12.4344769297305,0.695139435376209,4.88345948440766,0.682112666553093,20.7489250143314,15.7375596931508,3.26231966596965,2.50583844047281,4.0989811192687,2.61818537276922,7.94769672926394,0.797297501574784,1.97218194894408,2.41266484346689,2.20681396871571,1.40692580395635,28.7217703005661,11.552311359027,4.29058463641979,3.09247650029455,0,1.02634728290856,18.163208621068,44.9106657707238,1.95365370219091,6.3408458731435,0.343002829242379,1.53268233117241,38.6429606361223,18.1170606844052
"b0327",1.43559389565276,5.85766206669122,1.62124295096747,0,13.2340855871748,15.5475363175098,2.41937786415571,4.59861472633492,0,0,12.2555463683551,10.9589484502913,6.74421854022571,0.920949170430178,3.87376237645174,0,6.57213383381441,1.97791110967591,1.8638203033977,2.90194652500912,2.43315386294297,0.930735531848049,7.30790605280677,6.94754389424004,15.4821095971511,12.0887717738787,2.87923548374283,1.13161367089918,13.0605011823733,5.94202654812654,10.3393365162104,4.66079269307984,0,1.26741038923872,9.98586122207488,14.2680148247147
"b0328",4.74193942055882,2.14984031273808,65.4519628198902,37.9524779910654,7.28562958402417,6.14508864852542,26.6383209114321,2.53162965246224,35.570161058791,19.0454370240701,8.54610387915163,20.1104031740115,6.43556782545758,4.39400859769881,5.6868903832605,4.94416448633554,12.8643253646531,3.14565258700809,1.7101174403389,2.9288962512815,4.01850002772824,2.73273909499516,9.65555729889417,4.46222265718463,5.20862949176073,4.09545314181923,126.806151171081,93.446403804193,11.5041086194813,10.5405488271992,3.32034042283205,3.4211464938803,112.42643997411,58.1445702343916,16.8587452013692,10.4731044924355
"b0329",2409.17532407858,4078.05886522233,628.860826233573,1949.5712314709,3906.06186047166,2558.38358443471,2681.58776617672,2187.65399370188,4933.21964467748,2997.67585694973,2479.61558603611,7263.08264842133,1375.95692741841,1615.31492239831,1240.92901095253,1033.06264310516,10954.9483217662,957.687422169106,1445.90738266113,2070.12503011481,1410.26300612091,1599.28252836889,12215.7110815455,4847.66756324541,1314.95928507139,2271.99082508348,2195.13121167592,2926.26307749127,2792.71235138152,9509.89887033896,2321.02241185965,3922.2379303655,1855.40755694779,4543.18581909998,4112.92388708905,3084.84095538373
"b0330",25.2322803662243,43.2777205273644,16.3910929331125,47.2684232132592,44.5997573681972,41.1108973534154,119.667792013838,31.1144936568675,52.4476014320763,56.5006636148578,21.3499644039153,207.957778716044,1.88821131170299,1.57570459449546,1.80759314921331,2.69402701454969,15.7879282757032,1.9484334252118,2.8990152074259,1.91833650165512,2.08151103451387,1.44768058165282,33.5321520489777,1.89110569791263,2.00675958779195,3.61597392480628,59.7867446213337,174.780866923874,1.8960207006149,41.43640532506,7.2368844696271,20.842225511167,19.5880967100148,36.0757034030097,34.6367268245029,37.5796269552037
